Station:  
Remarks:
1. All Pollutant unit in μg/m3 except CO which is in 10μg/m3
2. N.A. = data not available

YEAR,STATION,POLLUTANT,Month 01,Month 02,Month 03,Month 04,Month 05,Month 06,Month 07,Month 08,Month 09,Month 10,Month 11,Month 12
2016,YUEN LONG,Fine Suspended Particulates ,28,34,32,19,14,6,14,19,24,22,25,38
2016,YUEN LONG,Nitrogen Dioxide,49,46,56,43,33,32,36,46,48,42,53,63
2016,YUEN LONG,Nitrogen Oxides,90,80,100,73,53,60,62,70,75,65,80,85
2016,YUEN LONG,Ozone,24,28,29,30,44,26,32,43,50,37,35,48
2016,YUEN LONG,Respirable Suspended Particulates,39,47,46,32,28,18,21,29,39,36,44,66
2016,YUEN LONG,Sulphur Dioxide,11,12,9,8,9,10,10,9,10,9,9,11
2017,CAUSEWAY BAY,Carbon Monoxide,93,92,98,88,83,71,51,50,41,44,58,100
2017,CAUSEWAY BAY,Fine Suspended Particulates ,41,36,38,31,32,19,19,21,32,30,35,42
2017,CAUSEWAY BAY,Nitrogen Dioxide,93,95,103,100,104,81,75,87,110,99,100,117
2017,CAUSEWAY BAY,Nitrogen Oxides,241,242,260,271,277,331,271,330,343,247,287,325
2017,CAUSEWAY BAY,Ozone,21,25,30,22,22,5,7,6,13,24,18,21
2017,CAUSEWAY BAY,Respirable Suspended Particulates,57,51,58,45,45,29,28,30,45,47,52,64
2017,CAUSEWAY BAY,Sulphur Dioxide,9,8,9,9,11,7,5,9,10,10,10,10
2017,CENTRAL,Carbon Monoxide,105,96,93,65,65,46,42,51,46,47,72,96
2017,CENTRAL,Fine Suspended Particulates ,28,28,28,21,19,6,10,12,22,19,23,36
2017,CENTRAL,Nitrogen Dioxide,84,86,92,80,89,58,57,64,85,82,84,98
2017,CENTRAL,Nitrogen Oxides,172,190,175,166,184,175,156,173,189,152,174,205
2017,CENTRAL,Ozone,33,34,35,29,33,11,11,13,22,36,30,32
2017,CENTRAL,Respirable Suspended Particulates,42,41,48,35,30,14,14,18,30,31,35,56
2017,CENTRAL,Sulphur Dioxide,5,6,6,7,10,8,9,12,9,6,7,10
2017,CENTRAL/WESTERN,Fine Suspended Particulates ,31,29,31,24,22,8,10,12,20,23,25,35
2017,CENTRAL/WESTERN,Nitrogen Dioxide,48,48,53,44,49,21,28,30,40,33,44,48
2017,CENTRAL/WESTERN,Nitrogen Oxides,64,67,71,61,66,32,42,46,57,41,56,62
2017,CENTRAL/WESTERN,Ozone,53,53,63,54,62,32,30,37,58,72,58,65
2017,CENTRAL/WESTERN,Respirable Suspended Particulates,45,42,51,36,33,16,13,20,29,37,40,56
2017,CENTRAL/WESTERN,Sulphur Dioxide,7,9,7,11,12,5,7,11,9,8,8,8
2017,EASTERN,Fine Suspended Particulates ,28,26,28,20,20,8,9,10,18,21,23,31
2017,EASTERN,Nitrogen Dioxide,49,49,55,48,50,24,29,30,43,36,42,44
2017,EASTERN,Ozone,61,64,69,63,69,39,38,43,61,76,67,76
2017,EASTERN,Respirable Suspended Particulates,41,39,48,30,29,16,16,19,27,37,39,54
2017,EASTERN,Sulphur Dioxide,4,4,4,5,5,2,2,4,5,3,3,5
2017,KWAI CHUNG,Fine Suspended Particulates ,30,28,30,25,22,15,15,18,23,23,24,30
2017,KWAI CHUNG,Nitrogen Dioxide,57,55,61,61,63,55,42,57,64,50,52,64
2017,KWAI CHUNG,Nitrogen Oxides,89,90,97,118,103,139,95,130,122,74,79,94
2017,KWAI CHUNG,Ozone,45,49,52,35,46,8,17,15,37,58,50,57
2017,KWAI CHUNG,Respirable Suspended Particulates,42,39,44,N.A.,32,26,22,28,34,37,37,49
2017,KWAI CHUNG,Sulphur Dioxide,7,6,6,10,9,13,9,16,13,7,6,7
2017,KWUN TONG,Fine Suspended Particulates ,30,27,31,26,23,12,11,13,21,23,25,33
2017,KWUN TONG,Nitrogen Dioxide,43,44,37,44,47,49,36,53,54,33,41,45
2017,KWUN TONG,Nitrogen Oxides,61,71,56,78,81,112,72,107,93,48,63,69
2017,KWUN TONG,Ozone,53,57,66,50,56,14,25,22,43,69,56,66
2017,KWUN TONG,Respirable Suspended Particulates,48,42,53,42,36,21,20,26,34,44,45,60
2017,KWUN TONG,Sulphur Dioxide,7,6,6,6,8,7,6,9,6,3,5,7
2017,MONG KOK,Carbon Monoxide,100,92,84,86,89,75,79,73,62,71,78,92
2017,MONG KOK,Fine Suspended Particulates ,36,32,37,28,27,13,16,17,28,26,27,37
2017,MONG KOK,Nitrogen Dioxide,86,86,90,84,93,59,64,71,92,74,81,89
2017,MONG KOK,Nitrogen Oxides,162,165,157,166,180,172,171,182,196,124,144,155
2017,MONG KOK,Ozone,24,26,33,23,26,7,9,11,21,41,31,38
2017,MONG KOK,Respirable Suspended Particulates,48,43,55,39,36,20,23,25,38,38,41,55
2017,MONG KOK,Sulphur Dioxide,4,4,4,3,5,3,3,3,6,4,5,7
2017,SHAM SHUI PO,Fine Suspended Particulates ,29,26,29,23,22,11,12,14,20,21,22,29
2017,SHAM SHUI PO,Nitrogen Dioxide,64,63,66,55,65,38,39,45,58,45,56,59
2017,SHAM SHUI PO,Nitrogen Oxides,88,92,94,79,96,67,72,79,95,59,74,81
2017,SHAM SHUI PO,Ozone,41,44,47,41,46,16,19,20,38,60,45,54
2017,SHAM SHUI PO,Respirable Suspended Particulates,41,38,46,36,33,19,19,23,29,34,34,44
2017,SHAM SHUI PO,Sulphur Dioxide,8,9,6,7,9,8,7,10,11,7,5,8
2017,SHATIN,Fine Suspended Particulates ,29,25,27,21,19,9,10,12,20,22,25,36
2017,SHATIN,Nitrogen Dioxide,36,36,32,38,39,27,24,36,39,33,36,38
2017,SHATIN,Nitrogen Oxides,52,55,42,57,55,47,41,58,62,39,45,46
2017,SHATIN,Ozone,56,60,74,54,62,24,30,25,51,70,59,72
2017,SHATIN,Respirable Suspended Particulates,41,33,41,32,27,16,15,18,28,34,36,53
2017,SHATIN,Sulphur Dioxide,8,7,6,6,9,8,5,7,8,7,6,9
2017,TAI PO,Fine Suspended Particulates ,31,27,28,23,21,8,10,12,19,21,27,36
2017,TAI PO,Nitrogen Dioxide,41,38,41,40,39,31,29,33,41,39,43,48
2017,TAI PO,Nitrogen Oxides,57,52,54,55,54,56,48,49,60,48,55,62
2017,TAI PO,Ozone,54,63,70,54,65,23,32,39,55,68,57,68
2017,TAI PO,Respirable Suspended Particulates,42,37,44,35,30,13,14,18,27,33,41,55
2017,TAI PO,Sulphur Dioxide,4,3,3,4,4,3,4,5,5,3,3,5
2017,TAP MUN,Carbon Monoxide,93,87,53,41,56,42,28,46,66,65,71,81
2017,TAP MUN,Fine Suspended Particulates ,26,24,25,21,18,9,10,11,17,22,22,28
2017,TAP MUN,Nitrogen Dioxide,13,10,14,14,9,6,5,8,8,6,10,13
2017,TAP MUN,Nitrogen Oxides,15,12,18,16,11,8,6,10,11,7,11,14
2017,TAP MUN,Ozone,78,86,89,71,86,36,43,45,70,100,81,95
2017,TAP MUN,Respirable Suspended Particulates,39,40,48,35,28,17,19,22,29,42,40,54
2017,TAP MUN,Sulphur Dioxide,10,10,10,11,6,4,4,6,7,8,8,10
2017,TSEUNG KWAN O,Carbon Monoxide,82,82,88,91,93,74,74,72,82,79,81,91
2017,TSEUNG KWAN O,Fine Suspended Particulates ,24,22,26,21,19,7,8,10,17,19,21,27
2017,TSEUNG KWAN O,Nitrogen Dioxide,25,26,24,31,33,28,23,32,38,24,23,26
2017,TSEUNG KWAN O,Nitrogen Oxides,33,37,31,45,52,54,41,56,62,30,32,34
2017,TSEUNG KWAN O,Ozone,72,75,90,66,76,25,34,35,57,86,78,86
2017,TSEUNG KWAN O,Respirable Suspended Particulates,36,33,43,33,29,18,17,21,28,34,35,47
2017,TSEUNG KWAN O,Sulphur Dioxide,8,8,7,8,9,6,7,8,9,7,7,6
2017,TSUEN WAN,Carbon Monoxide,85,72,84,85,81,58,59,53,48,52,59,71
2017,TSUEN WAN,Fine Suspended Particulates ,28,27,28,23,23,8,10,13,22,24,27,35
2017,TSUEN WAN,Nitrogen Dioxide,62,58,61,57,58,43,39,44,52,41,50,60
2017,TSUEN WAN,Nitrogen Oxides,87,87,91,91,79,78,68,68,77,51,66,79
2017,TSUEN WAN,Ozone,42,46,54,39,50,15,21,25,42,64,48,57
2017,TSUEN WAN,Respirable Suspended Particulates,37,38,42,33,32,16,16,21,32,36,40,54
2017,TSUEN WAN,Sulphur Dioxide,12,12,13,10,8,8,8,10,11,9,10,15
2017,TUEN MUN,Carbon Monoxide,93,86,90,91,92,62,63,55,66,75,69,75
2017,TUEN MUN,Fine Suspended Particulates ,39,35,33,26,27,10,12,14,21,28,35,45
2017,TUEN MUN,Nitrogen Dioxide,55,49,54,44,50,29,29,38,47,44,56,62
2017,TUEN MUN,Nitrogen Oxides,88,79,83,71,69,50,54,60,67,54,79,84
2017,TUEN MUN,Ozone,36,42,40,41,57,23,28,32,53,67,44,53
2017,TUEN MUN,Respirable Suspended Particulates,59,50,52,40,40,18,20,22,34,47,57,78
2017,TUEN MUN,Sulphur Dioxide,6,6,7,8,10,6,7,9,10,7,8,12
2017,TUNG CHUNG,Carbon Monoxide,90,60,63,58,54,42,41,52,48,61,64,76
2017,TUNG CHUNG,Fine Suspended Particulates ,37,27,23,18,19,6,10,11,16,21,28,36
2017,TUNG CHUNG,Nitrogen Dioxide,44,40,36,33,38,18,21,24,33,34,48,58
2017,TUNG CHUNG,Nitrogen Oxides,68,60,51,50,50,28,33,38,47,40,66,77
2017,TUNG CHUNG,Ozone,34,40,60,55,75,35,32,36,51,62,43,48
2017,TUNG CHUNG,Respirable Suspended Particulates,54,42,41,30,29,13,16,19,26,35,45,60
2017,TUNG CHUNG,Sulphur Dioxide,10,10,10,12,11,4,7,8,10,6,8,12
2017,YUEN LONG,Carbon Monoxide,66,72,83,80,50,28,36,36,44,45,52,56
2017,YUEN LONG,Fine Suspended Particulates ,28,25,25,21,20,10,12,14,20,24,26,38
2017,YUEN LONG,Nitrogen Dioxide,51,46,49,44,45,25,26,31,37,37,44,53
2017,YUEN LONG,Nitrogen Oxides,76,69,64,66,65,50,54,54,59,46,60,68
2017,YUEN LONG,Ozone,42,50,50,41,54,21,26,32,47,64,50,63
2017,YUEN LONG,Respirable Suspended Particulates,54,46,48,40,36,17,17,22,32,47,54,59
2017,YUEN LONG,Sulphur Dioxide,10,10,9,10,10,7,7,9,10,8,9,12
2018,CAUSEWAY BAY,Carbon Monoxide,105,116,99,65,74,87,83,110,73,70,73,92
2018,CAUSEWAY BAY,Fine Suspended Particulates ,36,42,36,34,21,22,19,27,29,32,30,31
2018,CAUSEWAY BAY,Nitrogen Dioxide,98,101,100,91,75,80,61,91,91,101,81,76
2018,CAUSEWAY BAY,Nitrogen Oxides,300,327,289,265,242,231,213,274,286,218,203,243
2018,CAUSEWAY BAY,Ozone,20,17,27,24,18,20,11,13,15,39,26,17
2018,CAUSEWAY BAY,Respirable Suspended Particulates,53,61,55,56,33,33,32,38,42,51,46,50
2018,CAUSEWAY BAY,Sulphur Dioxide,8,10,9,8,8,5,5,7,10,9,8,9
2018,CENTRAL,Carbon Monoxide,84,102,100,78,75,91,57,79,77,79,81,91
2018,CENTRAL,Fine Suspended Particulates ,27,31,25,25,12,11,7,17,22,25,23,27
2018,CENTRAL,Nitrogen Dioxide,81,91,88,67,61,78,56,86,86,103,83,77
2018,CENTRAL,Nitrogen Oxides,191,231,203,180,162,175,140,196,197,182,171,204
2018,CENTRAL,Ozone,31,25,33,20,19,26,15,18,21,46,33,19
2018,CENTRAL,Respirable Suspended Particulates,41,47,41,43,19,19,14,24,31,40,38,45
2018,CENTRAL,Sulphur Dioxide,8,9,6,4,9,7,7,8,10,9,7,8
2018,CENTRAL/WESTERN,Fine Suspended Particulates ,30,31,26,24,13,13,10,17,18,25,24,24
2018,CENTRAL/WESTERN,Nitrogen Dioxide,46,53,50,41,27,28,20,34,40,42,44,49
2018,CENTRAL/WESTERN,Nitrogen Oxides,62,86,79,57,38,36,32,48,60,51,56,73
2018,CENTRAL/WESTERN,Ozone,51,48,61,53,44,54,33,54,53,93,60,36
2018,CENTRAL/WESTERN,Respirable Suspended Particulates,44,47,42,42,22,21,18,24,29,41,37,38
2018,CENTRAL/WESTERN,Sulphur Dioxide,7,12,8,6,6,8,9,10,8,6,5,4
2018,EASTERN,Fine Suspended Particulates ,25,27,22,23,13,12,9,14,17,23,20,20
2018,EASTERN,Nitrogen Dioxide,45,53,48,41,30,32,24,36,37,41,41,44
2018,EASTERN,Ozone,59,59,72,66,52,61,39,56,59,96,62,43
2018,EASTERN,Respirable Suspended Particulates,42,46,39,44,21,22,19,22,28,39,33,36
2018,EASTERN,Sulphur Dioxide,3,3,4,4,5,3,3,4,5,4,3,2
2018,KWAI CHUNG,Fine Suspended Particulates ,23,26,22,23,17,16,13,18,21,24,21,19
2018,KWAI CHUNG,Nitrogen Dioxide,60,63,59,54,53,53,42,60,56,59,49,51
2018,KWAI CHUNG,Nitrogen Oxides,106,115,103,89,100,93,86,105,101,80,73,87
2018,KWAI CHUNG,Ozone,45,42,54,48,29,35,18,30,35,73,54,33
2018,KWAI CHUNG,Respirable Suspended Particulates,35,39,37,42,27,25,23,26,31,40,32,31
2018,KWAI CHUNG,Sulphur Dioxide,5,6,8,8,13,13,9,8,11,5,6,7
2018,KWUN TONG,Fine Suspended Particulates ,27,31,25,26,18,16,13,19,20,25,23,22
2018,KWUN TONG,Nitrogen Dioxide,41,50,42,37,46,42,35,55,45,41,38,44
2018,KWUN TONG,Nitrogen Oxides,74,88,62,54,88,71,68,94,71,54,53,76
2018,KWUN TONG,Ozone,60,56,69,62,37,48,29,34,43,81,60,39
2018,KWUN TONG,Respirable Suspended Particulates,44,52,42,48,30,25,23,29,36,49,39,41
2018,KWUN TONG,Sulphur Dioxide,5,4,4,4,5,4,4,5,6,6,6,8
2018,MONG KOK,Carbon Monoxide,93,105,78,82,63,83,70,87,81,75,85,83
2018,MONG KOK,Fine Suspended Particulates ,33,35,29,27,15,14,13,22,21,28,23,28
2018,MONG KOK,Nitrogen Dioxide,83,87,89,79,73,73,55,85,81,90,78,72
2018,MONG KOK,Nitrogen Oxides,163,180,166,151,183,167,157,186,170,142,138,156
2018,MONG KOK,Ozone,29,27,33,30,18,23,12,19,26,55,33,19
2018,MONG KOK,Respirable Suspended Particulates,46,50,44,44,23,21,20,29,30,42,35,41
2018,MONG KOK,Sulphur Dioxide,6,6,7,6,7,5,5,6,7,4,3,6
2018,SHAM SHUI PO,Fine Suspended Particulates ,25,28,27,25,15,15,11,17,20,26,24,23
2018,SHAM SHUI PO,Nitrogen Dioxide,55,60,55,45,40,44,34,53,47,53,50,50
2018,SHAM SHUI PO,Nitrogen Oxides,82,100,85,63,63,62,54,76,72,64,65,75
2018,SHAM SHUI PO,Ozone,39,39,53,48,34,40,24,37,45,82,52,32
2018,SHAM SHUI PO,Respirable Suspended Particulates,35,39,42,44,25,24,21,25,28,40,34,34
2018,SHAM SHUI PO,Sulphur Dioxide,6,7,8,8,7,6,5,7,7,5,5,5
2018,SHATIN,Fine Suspended Particulates ,24,27,21,23,14,13,11,15,18,23,20,18
2018,SHATIN,Nitrogen Dioxide,39,46,40,33,32,27,22,38,37,38,30,36
2018,SHATIN,Nitrogen Oxides,54,62,55,42,43,37,30,50,51,44,36,51
2018,SHATIN,Ozone,58,54,64,61,44,57,35,47,52,93,72,43
2018,SHATIN,Respirable Suspended Particulates,37,42,34,40,21,22,25,24,29,39,34,34
2018,SHATIN,Sulphur Dioxide,6,7,6,7,8,6,4,5,8,6,6,6
2018,TAI PO,Fine Suspended Particulates ,28,30,21,23,12,12,9,16,20,25,21,20
2018,TAI PO,Nitrogen Dioxide,44,46,38,34,31,30,26,36,35,43,36,38
2018,TAI PO,Nitrogen Oxides,63,65,54,48,50,50,43,53,51,53,47,56
2018,TAI PO,Ozone,56,55,70,48,29,34,31,50,51,80,64,38
2018,TAI PO,Respirable Suspended Particulates,41,43,33,40,19,19,15,23,31,39,34,37
2018,TAI PO,Sulphur Dioxide,2,2,2,2,2,2,2,2,3,4,2,3
2018,TAP MUN,Carbon Monoxide,52,48,53,60,40,47,41,42,N.A.,38,37,51
2018,TAP MUN,Fine Suspended Particulates ,21,23,20,21,14,12,10,14,N.A.,21,18,17
2018,TAP MUN,Nitrogen Dioxide,11,11,10,11,11,9,7,9,N.A.,11,11,16
2018,TAP MUN,Nitrogen Oxides,12,11,11,13,14,10,8,11,N.A.,14,15,21
2018,TAP MUN,Ozone,80,81,82,79,57,66,41,65,N.A.,111,83,53
2018,TAP MUN,Respirable Suspended Particulates,36,39,33,39,23,23,22,23,N.A.,41,32,31
2018,TAP MUN,Sulphur Dioxide,8,8,7,8,7,7,7,7,N.A.,9,8,7
2018,TSEUNG KWAN O,Carbon Monoxide,96,98,54,51,43,49,45,60,61,63,73,82
2018,TSEUNG KWAN O,Fine Suspended Particulates ,20,19,18,19,11,10,7,12,15,19,17,18
2018,TSEUNG KWAN O,Nitrogen Dioxide,28,31,30,27,29,26,21,40,32,29,21,27
2018,TSEUNG KWAN O,Nitrogen Oxides,44,48,47,40,49,43,36,58,50,36,27,38
2018,TSEUNG KWAN O,Ozone,71,71,79,73,48,59,36,47,58,104,83,55
2018,TSEUNG KWAN O,Respirable Suspended Particulates,35,30,34,39,22,20,18,21,27,35,29,32
2018,TSEUNG KWAN O,Sulphur Dioxide,4,4,5,5,5,4,4,5,6,7,6,6
2018,TSUEN WAN,Carbon Monoxide,81,102,93,57,46,46,45,52,41,61,60,70
2018,TSUEN WAN,Fine Suspended Particulates ,30,31,21,22,13,11,7,18,20,25,24,21
2018,TSUEN WAN,Nitrogen Dioxide,62,63,54,45,34,32,27,43,39,45,45,51
2018,TSUEN WAN,Nitrogen Oxides,91,103,81,62,53,47,45,62,56,52,56,70
2018,TSUEN WAN,Ozone,43,40,54,48,35,45,24,40,43,80,54,32
2018,TSUEN WAN,Respirable Suspended Particulates,42,43,34,37,19,18,14,24,29,39,34,30
2018,TSUEN WAN,Sulphur Dioxide,14,10,7,7,8,6,6,7,8,8,7,8
2018,TUEN MUN,Carbon Monoxide,81,87,78,60,49,61,60,79,80,95,100,103
2018,TUEN MUN,Fine Suspended Particulates ,37,38,28,28,16,16,11,17,22,33,30,31
2018,TUEN MUN,Nitrogen Dioxide,65,61,48,48,33,36,28,42,43,55,51,53
2018,TUEN MUN,Nitrogen Oxides,104,104,73,62,46,50,42,58,57,69,73,86
2018,TUEN MUN,Ozone,34,35,51,47,44,49,30,49,53,79,50,25
2018,TUEN MUN,Respirable Suspended Particulates,57,59,44,49,24,26,21,27,37,57,49,52
2018,TUEN MUN,Sulphur Dioxide,10,10,10,11,8,8,9,9,10,9,7,8
2018,TUNG CHUNG,Carbon Monoxide,76,73,44,47,42,44,33,47,46,51,56,79
2018,TUNG CHUNG,Fine Suspended Particulates ,28,28,18,15,7,10,6,12,16,24,22,24
2018,TUNG CHUNG,Nitrogen Dioxide,43,47,36,28,20,23,18,29,36,40,36,45
2018,TUNG CHUNG,Nitrogen Oxides,65,77,52,38,29,29,24,38,48,47,48,73
2018,TUNG CHUNG,Ozone,42,31,48,48,50,57,38,53,49,75,51,27
2018,TUNG CHUNG,Respirable Suspended Particulates,44,45,32,34,15,19,14,20,27,44,38,43
2018,TUNG CHUNG,Sulphur Dioxide,10,11,9,7,6,7,6,7,9,11,10,11
2018,YUEN LONG,Carbon Monoxide,52,59,58,54,30,36,57,66,58,69,83,86
2018,YUEN LONG,Fine Suspended Particulates ,29,34,23,23,10,12,8,17,20,26,22,22
2018,YUEN LONG,Nitrogen Dioxide,52,50,47,43,33,36,28,41,44,49,47,51
2018,YUEN LONG,Nitrogen Oxides,79,75,67,60,48,51,46,59,63,63,62,82
2018,YUEN LONG,Ozone,41,39,50,42,41,47,27,46,45,68,46,29
2018,YUEN LONG,Respirable Suspended Particulates,49,50,38,45,22,21,16,26,35,53,46,40
2018,YUEN LONG,Sulphur Dioxide,9,9,9,10,9,7,7,7,8,7,6,7
2019,CAUSEWAY BAY,Carbon Monoxide,100,81,69,65,71,78,78,77,77,94,75,91
2019,CAUSEWAY BAY,Fine Suspended Particulates ,42,29,25,26,24,17,20,21,28,33,30,34
2019,CAUSEWAY BAY,Nitrogen Dioxide,91,68,77,76,71,68,66,77,98,96,87,93
2019,CAUSEWAY BAY,Nitrogen Oxides,277,200,209,209,189,253,230,225,227,205,176,245
2019,CAUSEWAY BAY,Ozone,22,22,30,27,33,16,17,21,35,47,49,26
2019,CAUSEWAY BAY,Respirable Suspended Particulates,63,47,39,39,37,27,32,31,46,52,53,55
2019,CAUSEWAY BAY,Sulphur Dioxide,6,4,4,4,4,6,6,4,5,5,5,8
2019,CENTRAL,Carbon Monoxide,109,104,80,31,85,89,78,93,84,91,82,86
2019,CENTRAL,Fine Suspended Particulates ,38,22,22,21,19,14,16,18,24,30,30,29
2019,CENTRAL,Nitrogen Dioxide,95,69,78,71,71,65,64,74,96,91,89,94
2019,CENTRAL,Nitrogen Oxides,239,161,174,149,156,186,171,172,172,148,143,187
2019,CENTRAL,Ozone,25,26,33,31,41,21,20,28,47,62,62,35
2019,CENTRAL,Respirable Suspended Particulates,58,36,34,30,29,21,26,26,37,44,51,45
2019,CENTRAL,Sulphur Dioxide,10,5,6,5,4,6,5,6,5,4,7,9
2019,CENTRAL/WESTERN,Fine Suspended Particulates ,36,21,20,17,16,8,12,15,21,26,26,26
2019,CENTRAL/WESTERN,Nitrogen Dioxide,60,41,42,32,34,28,24,31,37,30,38,48
2019,CENTRAL/WESTERN,Nitrogen Oxides,96,55,55,38,44,40,32,41,42,33,42,56
2019,CENTRAL/WESTERN,Ozone,48,44,57,60,65,43,45,56,93,105,96,62
2019,CENTRAL/WESTERN,Respirable Suspended Particulates,51,31,29,23,25,13,19,21,31,38,43,39
2019,CENTRAL/WESTERN,Sulphur Dioxide,3,2,5,6,4,3,4,4,4,5,5,4
2019,EASTERN,Fine Suspended Particulates ,27,18,17,16,15,8,11,14,18,25,24,23
2019,EASTERN,Nitrogen Dioxide,53,38,43,36,37,28,26,33,35,39,38,46
2019,EASTERN,Ozone,53,46,58,60,68,44,43,54,90,101,93,63
2019,EASTERN,Respirable Suspended Particulates,45,31,30,26,27,15,22,22,31,39,48,40
2019,EASTERN,Sulphur Dioxide,2,1,1,1,1,1,2,3,3,3,3,3
2019,KWAI CHUNG,Fine Suspended Particulates ,26,16,18,16,14,10,13,14,19,25,24,22
2019,KWAI CHUNG,Nitrogen Dioxide,67,46,52,54,47,51,51,51,55,54,61,62
2019,KWAI CHUNG,Nitrogen Oxides,123,77,87,95,83,110,101,89,80,73,83,97
2019,KWAI CHUNG,Ozone,40,39,47,41,49,20,17,32,65,79,75,49
2019,KWAI CHUNG,Respirable Suspended Particulates,41,26,27,23,23,16,21,21,29,36,42,37
2019,KWAI CHUNG,Sulphur Dioxide,8,7,9,12,12,6,6,6,8,8,10,7
2019,KWUN TONG,Fine Suspended Particulates ,29,19,19,19,17,12,15,16,20,30,25,24
2019,KWUN TONG,Nitrogen Dioxide,54,35,42,49,39,50,47,44,43,48,43,50
2019,KWUN TONG,Nitrogen Oxides,92,54,68,85,64,102,85,68,57,61,58,72
2019,KWUN TONG,Ozone,49,48,58,51,64,28,26,42,81,90,89,59
2019,KWUN TONG,Respirable Suspended Particulates,51,32,33,30,30,22,31,29,38,53,57,49
2019,KWUN TONG,Sulphur Dioxide,5,5,3,5,6,7,7,7,6,6,7,8
2019,MONG KOK,Carbon Monoxide,103,90,90,72,91,85,70,74,81,74,73,73
2019,MONG KOK,Fine Suspended Particulates ,37,24,24,22,20,12,16,18,24,29,28,30
2019,MONG KOK,Nitrogen Dioxide,94,70,77,79,77,69,69,77,87,85,71,81
2019,MONG KOK,Nitrogen Oxides,203,149,154,165,152,172,165,160,145,139,101,145
2019,MONG KOK,Ozone,24,22,29,25,31,15,13,21,49,55,63,33
2019,MONG KOK,Respirable Suspended Particulates,53,36,35,30,30,18,24,26,36,44,48,45
2019,MONG KOK,Sulphur Dioxide,5,3,3,3,3,4,3,3,3,4,4,6
2019,SHAM SHUI PO,Fine Suspended Particulates ,31,18,18,16,15,9,12,14,19,23,24,22
2019,SHAM SHUI PO,Nitrogen Dioxide,67,49,48,44,42,37,35,43,46,47,54,61
2019,SHAM SHUI PO,Nitrogen Oxides,111,79,70,63,60,58,54,67,60,58,68,84
2019,SHAM SHUI PO,Ozone,40,36,46,46,53,31,29,40,78,84,79,52
2019,SHAM SHUI PO,Respirable Suspended Particulates,48,31,30,26,27,18,24,25,34,40,48,43
2019,SHAM SHUI PO,Sulphur Dioxide,4,4,4,5,5,5,6,6,7,7,9,7
2019,SHATIN,Fine Suspended Particulates ,27,15,15,16,13,10,12,12,17,21,21,22
2019,SHATIN,Nitrogen Dioxide,45,24,29,31,24,30,28,30,33,36,37,40
2019,SHATIN,Nitrogen Oxides,62,34,37,39,32,43,37,39,39,41,43,52
2019,SHATIN,Ozone,56,55,65,60,69,38,38,54,85,93,91,63
2019,SHATIN,Respirable Suspended Particulates,44,26,27,24,23,16,22,20,26,32,38,37
2019,SHATIN,Sulphur Dioxide,5,4,3,2,2,5,5,4,5,6,8,8
2019,TAI PO,Fine Suspended Particulates ,32,19,19,18,15,9,12,15,22,28,28,27
2019,TAI PO,Nitrogen Dioxide,50,30,34,34,28,31,28,31,39,42,39,44
2019,TAI PO,Nitrogen Oxides,72,43,48,46,37,47,41,42,48,51,48,58
2019,TAI PO,Ozone,51,51,60,58,63,37,39,55,82,89,86,60
2019,TAI PO,Respirable Suspended Particulates,51,29,28,25,23,14,20,22,32,39,45,40
2019,TAI PO,Sulphur Dioxide,3,2,2,2,3,4,5,4,7,6,6,6
2019,TAP MUN,Carbon Monoxide,68,60,57,41,41,21,29,40,48,63,63,70
2019,TAP MUN,Fine Suspended Particulates ,22,15,16,16,15,9,12,15,18,25,24,22
2019,TAP MUN,Nitrogen Dioxide,18,10,12,12,9,9,6,9,6,8,11,14
2019,TAP MUN,Nitrogen Oxides,22,12,13,15,11,11,8,11,7,8,12,16
2019,TAP MUN,Ozone,71,65,75,73,84,51,50,67,105,119,113,82
2019,TAP MUN,Respirable Suspended Particulates,38,26,27,25,27,17,24,26,34,44,49,39
2019,TAP MUN,Sulphur Dioxide,3,7,5,6,6,5,2,3,5,6,8,8
2019,TSEUNG KWAN O,Carbon Monoxide,91,65,75,40,33,31,37,45,46,56,59,65
2019,TSEUNG KWAN O,Fine Suspended Particulates ,25,16,16,15,13,7,11,13,17,24,23,20
2019,TSEUNG KWAN O,Nitrogen Dioxide,36,21,27,31,22,31,29,31,28,33,29,30
2019,TSEUNG KWAN O,Nitrogen Oxides,54,33,39,46,34,54,47,46,36,41,38,43
2019,TSEUNG KWAN O,Ozone,69,64,73,64,78,38,38,56,94,104,103,79
2019,TSEUNG KWAN O,Respirable Suspended Particulates,40,28,27,25,25,16,22,22,29,38,43,36
2019,TSEUNG KWAN O,Sulphur Dioxide,6,5,6,3,3,3,4,4,5,4,5,4
2019,TSUEN WAN,Carbon Monoxide,103,87,82,69,58,42,40,44,42,51,73,85
2019,TSUEN WAN,Fine Suspended Particulates ,34,18,18,16,14,9,13,15,20,25,27,26
2019,TSUEN WAN,Nitrogen Dioxide,71,50,51,44,41,35,32,37,34,36,58,64
2019,TSUEN WAN,Nitrogen Oxides,118,73,72,64,60,59,53,54,45,45,68,88
2019,TSUEN WAN,Ozone,39,38,47,44,51,27,28,43,76,83,65,42
2019,TSUEN WAN,Respirable Suspended Particulates,47,24,26,23,22,15,22,23,31,38,45,38
2019,TSUEN WAN,Sulphur Dioxide,9,7,7,7,8,8,7,8,8,8,3,4
